layer_name;ctt_cms_contract_number;ctt_vin;ctt_asset_type_segment;entity_name;reporting_date;anomaly_description;anomaly_flag
History;a3736e9e9xy736e9e94ez;aff7581c0xyf7581c0c0z;PC;98;2025-01-31;No anomaly detected for VIN;0
History;a9274156exy274156e59z;a09f49be8xy9f49be854z;CV;98;2024-12-31;No anomaly detected for VIN;0
History;aa6a94f9bxy6a94f9be4z;a022ae821xy22ae821b1z;PC;58;2017-02-28;No anomaly detected for VIN;0
History;a32fd315fxy2fd315ffbz;a72c1a186xy2c1a186f1z;PC;98;2024-11-30;No anomaly detected for VIN;0
History;a80782f0bxy0782f0b0dz;a97316d69xy7316d69a4z;PC;98;2024-12-31;No anomaly detected for VIN;0
History;a4e3f9e8fxye3f9e8f7fz;a7d54ee16xyd54ee162dz;PC;98;2024-12-31;No anomaly detected for VIN;0
History;a09bea60dxy9bea60d73z;aca59d6d1xya59d6d1eez;PC;58;2017-02-28;No anomaly detected for VIN;0
History;acb0a2055xyb0a2055b9z;;PC;14;2014-12-31;No anomaly detected for VIN;0
History;a0b6a0d29xyb6a0d2913z;a7b53c925xyb53c92583z;PC;98;2024-11-30;No anomaly detected for VIN;0
History;a52d898efxy2d898efe7z;a14e88daaxy4e88daad7z;VA;98;2024-10-31;No anomaly detected for VIN;0
History;ae593f5a8xy593f5a83bz;a27fc1d37xy7fc1d37f4z;PC;98;2024-11-30;No anomaly detected for VIN;0
History;a9e0632eaxye0632eae7z;ae84709b5xy84709b53fz;PC;98;2024-12-31;No anomaly detected for VIN;0
History;af33abc69xy33abc696fz;a5898819bxy898819bf7z;PC;98;2024-12-31;No anomaly detected for VIN;0
History;a3b1b21a4xyb1b21a439z;acaedb5ebxyaedb5ebc3z;PC;98;2025-01-31;No anomaly detected for VIN;0
History;a67fcb75axy7fcb75a8cz;a57cbc937xy7cbc93796z;PC;58;2017-01-31;No anomaly detected for VIN;0
History;a71e87835xy1e878357cz;a9df20b02xydf20b02ffz;VA;58;2017-02-28;No anomaly detected for VIN;0
History;a7128fc49xy128fc493ez;a93d4f919xy3d4f91992z;PC;61;2020-08-31;No anomaly detected for VIN;0
History;a78843b7cxy8843b7cb1z;ade41a498xye41a49866z;PC;61;2020-08-31;No anomaly detected for VIN;0
History;acad2997dxyad2997da0z;a1f50c491xyf50c491c9z;PC;5;2021-01-31;No anomaly detected for VIN;0
History;a40322869xy03228691cz;a3b5e7dfaxyb5e7dfac8z;PC;5;2020-09-30;No anomaly detected for VIN;0
History;ab38f0588xy38f058870z;aed8fbec3xyd8fbec3bcz;PC;47;2023-01-31;No anomaly detected for VIN;0
History;a23a420c4xy3a420c4e3z;a9f52dc19xyf52dc1956z;PC;47;2023-02-28;No anomaly detected for VIN;0
History;a5ce844ecxyce844ecf5z;aa95a9c35xy95a9c35caz;PC;58;2023-01-31;No anomaly detected for VIN;0
History;a2fc230d7xyfc230d7c1z;a09559bc1xy9559bc14ez;CV;5;2021-01-31;No anomaly detected for VIN;0
History;a4f8bbd3axyf8bbd3aa7z;a68efede3xy8efede3dbz;PC;61;2020-11-30;No anomaly detected for VIN;0
History;aa30cffd2xy30cffd2bez;a5d587b4fxyd587b4ffaz;PC;47;2022-09-30;No anomaly detected for VIN;0
History;a46eb2e0axy6eb2e0a70z;a8da704abxyda704ab96z;PC;58;2023-02-28;No anomaly detected for VIN;0
History;a9ec66749xyec66749bfz;ae2b9dc73xy2b9dc734bz;PC;58;2023-02-28;No anomaly detected for VIN;0
History;ad825358axy825358a43z;a9ea89b3fxyea89b3fa3z;PC;5;2020-10-31;No anomaly detected for VIN;0
History;a522171f5xy22171f5e5z;a41d5d1b2xy1d5d1b2e5z;PC;61;2020-11-30;No anomaly detected for VIN;0
History;afc7ae22dxyc7ae22d15z;a7242ff6cxy242ff6cf1z;VA;47;2025-01-31;No anomaly detected for VIN;0
History;af290e458xy290e458d3z;ab27029b1xy27029b11dz;PC;47;2024-12-31;No anomaly detected for VIN;0
History;a6e9306aexye9306ae34z;a428ba8a1xy28ba8a107z;PC;98;2024-11-30;No anomaly detected for VIN;0
History;abdaefb0dxydaefb0dd8z;a4ae10313xyae1031303z;PC;98;2024-10-31;No anomaly detected for VIN;0
History;a437c2333xy37c233337z;a0575db97xy575db97baz;PC;58;2017-01-31;No anomaly detected for VIN;0
History;a1e5e403bxye5e403bc8z;a66cc9294xy6cc9294c0z;PC;98;2024-10-31;No anomaly detected for VIN;0
History;a73bd6a0axy3bd6a0abdz;af82611e1xy82611e1f3z;VA;98;2024-10-31;No anomaly detected for VIN;0
History;a17787d7bxy7787d7b95z;a72ba7957xy2ba79576dz;PC;98;2024-11-30;No anomaly detected for VIN;0
History;ab0e69795xy0e69795bdz;a91b15596xy1b155961cz;PC;98;2024-12-31;No anomaly detected for VIN;0
History;ab0dee9f1xy0dee9f161z;abc128bfaxyc128bfab8z;VA;98;2024-12-31;No anomaly detected for VIN;0
History;a35ad5a31xy5ad5a31f7z;;PC;14;2014-10-31;No anomaly detected for VIN;0
History;af0fa0123xy0fa0123f2z;ac5e8ef4cxy5e8ef4c1dz;PC;98;2025-01-31;No anomaly detected for VIN;0
History;af654a5f6xy654a5f6a1z;a6e24f384xye24f38490z;PC;98;2024-12-31;No anomaly detected for VIN;0
History;abfefe14cxyfefe14cf5z;a3070403exy070403e58z;PC;58;2017-01-31;No anomaly detected for VIN;0
History;ac32fdc2bxy32fdc2b0az;abc128bfaxyc128bfab8z;VA;98;2024-11-30;No anomaly detected for VIN;0
History;a5c4c640cxyc4c640cb2z;ad6aa6fadxy6aa6fad95z;PC;98;2024-12-31;No anomaly detected for VIN;0
History;a24bbea39xy4bbea3961z;ad2050ebexy2050ebe5ez;PC;58;2017-02-28;No anomaly detected for VIN;0
History;a00ca09e8xy0ca09e824z;;PC;14;2014-11-30;No anomaly detected for VIN;0
History;aafb24c8bxyfb24c8bbbz;;PC;23;2014-11-30;No anomaly detected for VIN;0
History;a3f5a215cxyf5a215c13z;a6269ba60xy269ba600fz;PC;98;2024-11-30;No anomaly detected for VIN;0
History;ab512067axy512067ac2z;a6901be2dxy901be2df6z;PC;58;2017-01-31;No anomaly detected for VIN;0
History;a1fb1faa0xyfb1faa058z;a14e88daaxy4e88daad7z;VA;98;2024-11-30;No anomaly detected for VIN;0
History;a97a75023xy7a7502343z;a7987f5c7xy987f5c763z;PC;98;2024-10-31;No anomaly detected for VIN;0
History;a18dfb23fxy8dfb23f7fz;a73e6703axy3e6703aadz;PC;98;2024-12-31;No anomaly detected for VIN;0
History;adf14af47xyf14af47c5z;a16dca838xy6dca838b8z;PC;58;2017-02-28;No anomaly detected for VIN;0
History;a7673607fxy673607f1ez;a09f49be8xy9f49be854z;CV;98;2024-11-30;No anomaly detected for VIN;0
History;a56f4ff66xy6f4ff66a5z;a953f80cbxy53f80cbfdz;PC;98;2024-11-30;No anomaly detected for VIN;0
History;adb675cf5xyb675cf5d0z;a8e55fa38xye55fa3877z;PC;98;2024-12-31;No anomaly detected for VIN;0
History;ac4892ae6xy4892ae659z;ab969c98bxy969c98b26z;PC;58;2017-02-28;No anomaly detected for VIN;0
History;afed11031xyed11031e1z;;PC;14;2014-09-30;No anomaly detected for VIN;0
History;af1a78655xy1a7865528z;a87079dd9xy7079dd9f4z;VA;98;2024-11-30;No anomaly detected for VIN;0
History;a7625459fxy625459fd9z;a13055848xy3055848f4z;PC;98;2024-11-30;No anomaly detected for VIN;0
History;a36af9e42xy6af9e4229z;a983ae4f6xy83ae4f6cez;PC;98;2024-12-31;No anomaly detected for VIN;0
History;aaffdd826xyffdd82680z;a5cf920cfxycf920cf7cz;PC;58;2017-01-31;No anomaly detected for VIN;0
History;a6c4afe50xyc4afe50afz;aee330441xye3304418fz;PC;58;2017-01-31;No anomaly detected for VIN;0
History;a097e4d04xy97e4d0441z;;PC;14;2014-08-31;No anomaly detected for VIN;0
History;a9c8ff6d4xyc8ff6d43cz;;PC;14;2015-02-28;No anomaly detected for VIN;0
History;a52b89b2cxy2b89b2c16z;a64376744xy4376744e7z;CV;98;2024-11-30;No anomaly detected for VIN;0
History;a62c57bf2xy2c57bf27cz;a3f34a56cxyf34a56ca6z;PC;98;2024-10-31;No anomaly detected for VIN;0
History;afa460e0axya460e0af2z;ac08ee190xy08ee19049z;VA;98;2024-10-31;No anomaly detected for VIN;0
History;a2699a541xy699a54170z;a4ae10313xyae1031303z;PC;98;2025-01-31;No anomaly detected for VIN;0
History;a2d32935dxyd32935dc5z;a4fd22f7dxyfd22f7d1fz;VA;98;2024-12-31;No anomaly detected for VIN;0
History;ad705acc3xy705acc344z;ae249a9ccxy249a9cc79z;PC;98;2025-01-31;No anomaly detected for VIN;0
History;abdaba504xydaba50480z;a236abddaxy36abdda6fz;PC;61;2020-08-31;No anomaly detected for VIN;0
History;ac0e305caxy0e305caa8z;af0d31166xy0d31166b8z;PC;61;2020-10-31;No anomaly detected for VIN;0
