layer_name;ctt_cms_contract_number;ctt_vin;ctt_asset_type_segment;entity_name;reporting_date;anomaly_description;anomaly_flag
History;a424f6c34xy24f6c34b3z;a7f2823f0xyf2823f0e9z;VA;XY50;2019-06-30;No anomaly detected for VIN;0
History;adf5dfbdcxyf5dfbdcdez;ac40a8644xy40a864469z;PC;XY50;2025-02-28;No anomaly detected for VIN;0
History;abd2c0fc2xyd2c0fc24dz;;PC;XY50;2016-03-31;No anomaly detected for VIN;0
History;a42f8dca9xy2f8dca9e3z;a2d7c4903xyd7c490383z;PC;XY50;2023-06-30;No anomaly detected for VIN;0
History;a1991144fxy991144f81z;;PC;XY50;2015-12-31;No anomaly detected for VIN;0
History;a63436624xy34366245dz;;PC;XY50;2015-09-30;No anomaly detected for VIN;0
History;ae0d2aedcxy0d2aedcd9z;aab1128f0xyb1128f0f3z;PC;XY50;2017-03-31;No anomaly detected for VIN;0
History;a8f53e492xyf53e492f5z;a794e5737xy94e5737e5z;PC;XY50;2023-06-30;No anomaly detected for VIN;0
History;a76dab60exy6dab60eeez;a68157afbxy8157afb6cz;PC;XY50;2025-07-31;No anomaly detected for VIN;0
History;ad7ce674axy7ce674a3bz;ad414ae7axy414ae7a2cz;CV;XY50;2018-01-31;No anomaly detected for VIN;0
History;a4416ac1cxy416ac1cc5z;a52519997xy251999735z;PC;XY50;2022-04-30;No anomaly detected for VIN;0
History;a21cc9a63xy1cc9a6310z;abb8c6c2dxyb8c6c2db0z;PC;XY50;2025-02-28;No anomaly detected for VIN;0
History;a9db813d3xydb813d337z;a728fd39exy28fd39e29z;PC;XY50;2024-12-31;No anomaly detected for VIN;0
History;a80f99635xy0f9963524z;a82a52defxy2a52defb5z;PC;XY50;2024-03-31;No anomaly detected for VIN;0
History;a25c9b238xy5c9b2386dz;a79b3f4e8xy9b3f4e84cz;PC;XY50;2018-06-30;No anomaly detected for VIN;0
History;a8f2a27b9xyf2a27b99bz;;PC;XY50;2016-02-29;No anomaly detected for VIN;0
History;a25d1634bxy5d1634b6dz;;VA;XY50;2016-06-30;No anomaly detected for VIN;0
History;acf8bc5bfxyf8bc5bfeaz;ac6a042a6xy6a042a6ffz;PC;XY50;2017-12-31;No anomaly detected for VIN;0
History;a76e8421dxy6e8421d1dz;a41966c73xy1966c730ez;PC;XY50;2020-12-31;No anomaly detected for VIN;0
History;a8788b106xy788b1068ez;a7006b3a3xy006b3a3ccz;PC;XY50;2017-11-30;No anomaly detected for VIN;0
History;a19adbf60xy9adbf60c3z;ae9ea54b0xy9ea54b0a6z;PC;XY50;2019-09-30;No anomaly detected for VIN;0
History;a2ff20428xyff20428d9z;a3c2c29e7xyc2c29e706z;CV;XY50;2019-09-30;No anomaly detected for VIN;0
History;a4a0a126bxya0a126bbaz;a435cf420xy35cf420b3z;VA;XY50;2025-04-30;No anomaly detected for VIN;0
History;a8d727330xyd727330d0z;adade8669xyade866924z;PC;XY50;2022-01-31;No anomaly detected for VIN;0
History;af423943fxy423943ff5z;a544091f1xy44091f13bz;PC;XY50;2022-11-30;No anomaly detected for VIN;0
History;a024707b2xy24707b211z;a6ffd98cexyffd98ce51z;PC;XY50;2020-05-31;No anomaly detected for VIN;0
History;aea18b656xya18b65634z;a08774c8exy8774c8e01z;PC;XY50;2025-07-31;No anomaly detected for VIN;0
History;ae53d959axy53d959aecz;ac9aff71axy9aff71aedz;PC;XY50;2022-09-30;No anomaly detected for VIN;0
History;aa9d5e209xy9d5e2091fz;a8c7ed0aexyc7ed0aefaz;VA;XY50;2019-09-30;No anomaly detected for VIN;0
History;a8c724267xyc724267f9z;a2107cf53xy107cf539az;CV;XY50;2017-12-31;No anomaly detected for VIN;0
History;a3404e393xy404e39328z;a4ca1983exyca1983e6dz;PC;XY50;2018-08-31;No anomaly detected for VIN;0
History;a95e342dbxy5e342db7cz;;PC;XY50;2015-02-28;No anomaly detected for VIN;0
History;a63f0c653xy3f0c6533bz;ac1a92d62xy1a92d62f1z;PC;XY50;2024-08-31;No anomaly detected for VIN;0
History;a1d4222dfxyd4222dfabz;;PC;XY50;2016-06-30;No anomaly detected for VIN;0
History;a7bf0bfe0xybf0bfe029z;add0c39daxyd0c39da15z;PC;XY50;2023-06-30;No anomaly detected for VIN;0
History;a6973ad65xy973ad658bz;a9538b077xy538b0776fz;PC;XY50;2025-07-31;No anomaly detected for VIN;0
History;a4c1890d1xyc1890d1caz;ac4eb0cf8xy4eb0cf8c3z;PC;XY50;2020-06-30;No anomaly detected for VIN;0
History;ad22f55cbxy22f55cb10z;a56673463xy667346321z;PC;XY50;2021-08-31;No anomaly detected for VIN;0
History;a8b540931xyb540931c3z;a22a0a14fxy2a0a14fdfz;PC;XY50;2025-01-31;No anomaly detected for VIN;0
History;a2ca80e00xyca80e0086z;a3988ac9fxy988ac9f8dz;PC;XY50;2020-11-30;No anomaly detected for VIN;0
History;ab979cd2exy979cd2e4dz;;PC;XY50;2015-08-31;No anomaly detected for VIN;0
History;a41d8f11exy1d8f11edez;aa6299954xy62999547fz;PC;XY50;2025-07-31;No anomaly detected for VIN;0
History;aad85a088xyd85a088d5z;a0f2aabb9xyf2aabb908z;PC;XY50;2020-12-31;No anomaly detected for VIN;0
History;ad2c11716xy2c11716f9z;a1e00c670xye00c67018z;PC;XY50;2018-06-30;No anomaly detected for VIN;0
History;ae0cc9536xy0cc9536ebz;;PC;XY50;2015-08-31;No anomaly detected for VIN;0
History;aed3a0feaxyd3a0feafcz;;PC;XY50;2015-12-31;No anomaly detected for VIN;0
History;a9b8fd689xyb8fd68981z;a099f6574xy99f6574dcz;PC;XY50;2023-06-30;No anomaly detected for VIN;0
History;aafba7384xyfba73844az;a50d5157exy0d5157e19z;PC;XY50;2017-08-31;No anomaly detected for VIN;0
History;a1c24e298xyc24e2983fz;a1c37eddfxyc37eddfd6z;PC;XY50;2024-05-31;No anomaly detected for VIN;0
History;a21f8fbdfxy1f8fbdf65z;a78cd6454xy8cd645482z;PC;XY50;2025-05-31;No anomaly detected for VIN;0
History;a23fd51f5xy3fd51f5a2z;a4afa73a4xyafa73a45cz;PC;XY50;2017-12-31;No anomaly detected for VIN;0
History;adb47d3edxyb47d3ed92z;a80b531faxy0b531fa91z;PC;XY50;2025-07-31;No anomaly detected for VIN;0
History;a4ee2b4f2xyee2b4f2bez;a00c6f129xy0c6f129a7z;PC;XY50;2025-07-31;No anomaly detected for VIN;0
History;aa93a504dxy93a504d8az;a262dae58xy62dae58c4z;PC;XY50;2018-09-30;No anomaly detected for VIN;0
History;a6fb34447xyfb34447ddz;a89dda6cfxy9dda6cf69z;PC;XY50;2019-06-30;No anomaly detected for VIN;0
History;a3643d6fdxy643d6fdf5z;a3dc6bed2xydc6bed240z;PC;XY50;2024-09-30;No anomaly detected for VIN;0
History;a399a0e3exy99a0e3efaz;;PC;XY50;2016-01-31;No anomaly detected for VIN;0
History;abc5f32d1xyc5f32d153z;a6d64b796xyd64b79647z;PC;XY50;2015-01-31;No anomaly detected for VIN;0
History;a5a163529xya1635291bz;a30c84352xy0c8435259z;PC;XY50;2017-02-28;No anomaly detected for VIN;0
History;ad1ff2babxy1ff2bab6ez;a2d2590edxyd2590ed0az;PC;XY50;2024-09-30;No anomaly detected for VIN;0
History;a0eacc13exyeacc13ee7z;a31c2457dxy1c2457d85z;PC;XY50;2023-06-30;No anomaly detected for VIN;0
History;af8fc2e80xy8fc2e805ez;a69d58f8dxy9d58f8dccz;PC;XY50;2025-05-31;No anomaly detected for VIN;0
History;aaa7ea21bxya7ea21bc1z;;PC;XY50;2014-04-30;No anomaly detected for VIN;0
History;a983d5eddxy83d5edde1z;;PC;XY50;2015-08-31;No anomaly detected for VIN;0
History;ac57830a4xy57830a401z;a3b053280xyb053280a5z;PC;XY50;2015-01-31;No anomaly detected for VIN;0
History;ae2b7f609xy2b7f609f1z;a279cb50exy79cb50e18z;PC;XY50;2024-09-30;No anomaly detected for VIN;0
History;aff97f238xyf97f238a8z;a5390f5daxy390f5daccz;PC;XY50;2017-12-31;No anomaly detected for VIN;0
History;a16d8938dxy6d8938d62z;ae46e2fe1xy46e2fe1fcz;PC;XY50;2020-04-30;No anomaly detected for VIN;0
History;ad164bbbaxy164bbbae0z;a79551cfexy9551cfe3cz;PC;XY50;2022-09-30;No anomaly detected for VIN;0
History;a41c0a02exy1c0a02ef7z;;VA;XY50;2017-08-31;No anomaly detected for VIN;0
History;ac77072c0xy77072c0f7z;a96ff14e8xy6ff14e8f5z;PC;XY50;2023-01-31;No anomaly detected for VIN;0
History;a04013326xy401332681z;ab4c35ce4xy4c35ce4ccz;PC;XY50;2022-10-31;No anomaly detected for VIN;0
History;a4b0ea32exyb0ea32e4fz;acf30648cxyf30648c9bz;PC;XY50;2025-07-31;No anomaly detected for VIN;0
History;aed7252eaxyd7252ea50z;a65a79874xy5a7987477z;PC;XY50;2025-03-31;No anomaly detected for VIN;0
Standard;a12aabdc9xy2aabdc9a1z;a0960d2b1xy960d2b1c5z;PC;XY50;2025-07-31;No anomaly detected for VIN;0
History;a5d05e35bxyd05e35b56z;abd3c8d4axyd3c8d4a24z;VA;XY50;2024-12-31;No anomaly detected for VIN;0
History;a0289a619xy289a61979z;a1087426cxy087426c28z;PC;XY50;2021-11-30;No anomaly detected for VIN;0
History;a52786783xy278678374z;a677dc648xy77dc648d2z;CV;XY50;2018-09-30;No anomaly detected for VIN;0
History;ac8869f6bxy8869f6bb8z;afc315ab6xyc315ab6a9z;PC;XY50;2024-06-30;No anomaly detected for VIN;0
History;a6ea7e7b0xyea7e7b067z;aa07262b0xy07262b08cz;PC;XY50;2025-07-31;No anomaly detected for VIN;0
History;ac81c4266xy81c4266a6z;a160798dfxy60798df51z;PC;XY50;2020-09-30;No anomaly detected for VIN;0
History;aa48bba01xy48bba01a3z;;CV;XY50;2015-10-31;No anomaly detected for VIN;0
History;a3bbd982exybbd982e9bz;aefbdd142xyfbdd14209z;PC;XY50;2017-08-31;No anomaly detected for VIN;0
History;a031f83a9xy31f83a9dfz;;PC;XY50;2015-12-31;No anomaly detected for VIN;0
History;a8e44ad5bxye44ad5b1fz;a501f21a2xy01f21a24dz;PC;XY50;2022-09-30;No anomaly detected for VIN;0
History;a0e646ea3xye646ea36az;a59984d54xy9984d54afz;PC;XY50;2021-03-31;No anomaly detected for VIN;0
History;a75f088c5xy5f088c5e7z;ad1a21c25xy1a21c254bz;PC;XY50;2016-08-31;No anomaly detected for VIN;0
History;a876fd5c3xy76fd5c325z;acd0dabcfxyd0dabcf4cz;OO;XY50;2020-04-30;No anomaly detected for VIN;0
History;a3feff61cxyfeff61cc1z;a937679d2xy37679d220z;PC;XY50;2020-09-30;No anomaly detected for VIN;0
History;aabb1bffexybb1bffe73z;adb13b261xyb13b2610az;PC;XY50;2023-06-30;No anomaly detected for VIN;0
History;a12aabdc9xy2aabdc9a1z;a0960d2b1xy960d2b1c5z;PC;XY50;2025-03-31;No anomaly detected for VIN;0
History;a23fd51f5xy3fd51f5a2z;a4afa73a4xyafa73a45cz;PC;XY50;2017-08-31;No anomaly detected for VIN;0
History;a6765281fxy765281fcfz;acd0dabcfxyd0dabcf4cz;CV;XY50;2022-06-30;No anomaly detected for VIN;0
History;afa1e01e2xya1e01e242z;;PC;XY50;2016-01-31;No anomaly detected for VIN;0
History;aecbcb56bxycbcb56b30z;a548fa06cxy48fa06c7ez;PC;XY50;2025-02-28;No anomaly detected for VIN;0
History;a3319b497xy319b497b4z;;CV;XY50;2017-02-28;No anomaly detected for VIN;0
History;a5c21e6cbxyc21e6cbddz;;PC;XY50;2015-09-30;No anomaly detected for VIN;0
History;aaa84ecfcxya84ecfc25z;ac6aa7be3xy6aa7be356z;PC;XY50;2023-01-31;No anomaly detected for VIN;0
History;a9f992b31xyf992b313fz;;PC;XY50;2016-06-30;No anomaly detected for VIN;0
History;a3d7347a3xyd7347a376z;a7ee4de9exyee4de9ee2z;PC;XY50;2023-06-30;No anomaly detected for VIN;0
History;a874c7d20xy74c7d208fz;;PC;XY50;2017-03-31;No anomaly detected for VIN;0
Standard;a8d8d564cxyd8d564c0bz;abca6cbfexyca6cbfedfz;PC;XY50;2025-07-31;No anomaly detected for VIN;0
History;aa2bd8343xy2bd83438fz;a056ecaa5xy56ecaa5daz;CV;XY50;2024-12-31;No anomaly detected for VIN;0
History;a645f3d36xy45f3d3686z;;PC;XY50;2015-09-30;No anomaly detected for VIN;0
History;ae8bdeeb5xy8bdeeb51bz;a889d68a7xy89d68a7a6z;PC;XY50;2022-08-31;No anomaly detected for VIN;0
History;ad68ad5d0xy68ad5d0fdz;a25079541xy5079541aaz;PC;XY50;2023-06-30;No anomaly detected for VIN;0
History;a05ad9be7xy5ad9be748z;aae4dcfafxye4dcfafe4z;PC;XY50;2025-07-31;No anomaly detected for VIN;0
History;ac1027050xy1027050f7z;a5dfac435xydfac43526z;PC;XY50;2018-09-30;No anomaly detected for VIN;0
History;ac714d3a4xy714d3a479z;;PC;XY50;2017-03-31;No anomaly detected for VIN;0
History;a6cecb3e1xycecb3e142z;ab50583d4xy50583d4cez;PC;XY50;2025-01-31;No anomaly detected for VIN;0
History;a34b9a43bxy4b9a43b80z;;PC;XY50;2016-02-29;No anomaly detected for VIN;0
History;af9caf9acxy9caf9ac34z;a70f00709xy0f007098cz;PC;XY50;2025-07-31;No anomaly detected for VIN;0
History;a272f8df2xy72f8df226z;ac4f11e31xy4f11e3197z;PC;XY50;2018-04-30;No anomaly detected for VIN;0
History;a9caddf4dxycaddf4d7ez;a9cb38319xycb3831956z;PC;XY50;2023-06-30;No anomaly detected for VIN;0
History;ae29bdf66xy29bdf66bez;a818fe476xy18fe47687z;PC;XY50;2018-06-30;No anomaly detected for VIN;0
History;ad02e176exy02e176e9ez;a0dda4df9xydda4df961z;PC;XY50;2021-10-31;No anomaly detected for VIN;0
History;ae75c3d5dxy75c3d5d25z;a4a31f383xya31f383ddz;PC;XY50;2025-05-31;No anomaly detected for VIN;0
History;a7c218726xyc218726a5z;;PC;XY50;2016-01-31;No anomaly detected for VIN;0
History;a7e436046xye4360467fz;a4b6f4e23xyb6f4e23c3z;PC;XY50;2025-06-30;No anomaly detected for VIN;0
History;aa6d21443xy6d21443fbz;a2a2ed705xya2ed7056cz;PC;XY50;2025-03-31;No anomaly detected for VIN;0
History;ad89d2f70xy89d2f702ez;add26a0f5xyd26a0f5b7z;PC;XY50;2022-11-30;No anomaly detected for VIN;0
History;aeb57c1abxyb57c1ab7dz;a9fbab7e6xyfbab7e68fz;VA;XY50;2025-01-31;No anomaly detected for VIN;0
History;afbc52a3exybc52a3e7ez;a40d42d01xy0d42d018fz;PC;XY50;2023-12-31;No anomaly detected for VIN;0
History;a0bffe817xybffe817eez;a208e5d4cxy08e5d4c7az;PC;XY50;2025-07-31;No anomaly detected for VIN;0
History;a2bebc5d7xybebc5d775z;a303e17b3xy03e17b363z;PC;XY50;2018-09-30;No anomaly detected for VIN;0
History;af4897747xy4897747ddz;a4627d53cxy627d53c1dz;VA;XY50;2020-05-31;No anomaly detected for VIN;0
History;ad7f98111xy7f98111b3z;acbe59edcxybe59edc7bz;PC;XY50;2015-01-31;No anomaly detected for VIN;0
History;a31bced86xy1bced8671z;;PC;XY50;2016-02-29;No anomaly detected for VIN;0
History;a34a0e34bxy4a0e34be8z;a6903dfa9xy903dfa9b4z;PC;XY50;2016-12-31;No anomaly detected for VIN;0
History;a56df791fxy6df791fc4z;afad60c65xyad60c6526z;CV;XY50;2019-09-30;No anomaly detected for VIN;0
Standard;a32682927xy2682927e9z;a5cc554d9xycc554d927z;PC;XY50;2025-07-31;No anomaly detected for VIN;0
History;a9f82fce0xyf82fce01cz;aa69353b1xy69353b138z;PC;XY50;2023-04-30;No anomaly detected for VIN;0
History;a1476f597xy476f597eez;ad55ab3f3xy55ab3f360z;VA;XY50;2021-12-31;No anomaly detected for VIN;0
History;abac7c426xyac7c4265bz;a4069db6axy069db6a44z;VA;XY50;2022-01-31;No anomaly detected for VIN;0
History;a713f653axy13f653a2ez;;CV;XY50;2017-08-31;No anomaly detected for VIN;0
History;add372fd8xyd372fd811z;aa5e23ba1xy5e23ba1f2z;PC;XY50;2018-06-30;No anomaly detected for VIN;0
History;a01cb95b9xy1cb95b951z;a36be369cxy6be369cd0z;CV;XY50;2018-09-30;No anomaly detected for VIN;0
History;a38456420xy845642053z;ae355f465xy355f46542z;PC;XY50;2021-01-31;No anomaly detected for VIN;0
History;ac617c083xy617c08371z;a923d5b64xy23d5b641dz;PC;XY50;2021-11-30;No anomaly detected for VIN;0
Standard;a74d6bd5dxy4d6bd5d7fz;a82c90904xy2c909043cz;PC;XY50;2025-07-31;No anomaly detected for VIN;0
History;a4e4837faxye4837fa02z;ac6ad2c72xy6ad2c72d4z;PC;XY50;2015-01-31;No anomaly detected for VIN;0
History;a25af9814xy5af9814e4z;a31d9991dxy1d9991df1z;PC;XY50;2014-09-30;No anomaly detected for VIN;0
History;a9ac73774xyac73774eaz;adca869b0xyca869b042z;VA;XY50;2018-07-31;No anomaly detected for VIN;0
History;a81d9e850xy1d9e850f7z;aee9192d3xye9192d35dz;PC;XY50;2020-03-31;No anomaly detected for VIN;0
History;a7a11bed6xya11bed6e5z;a512d9242xy12d924286z;PC;XY50;2025-04-30;No anomaly detected for VIN;0
History;a94cf9270xy4cf92701bz;;VA;XY50;2016-03-31;No anomaly detected for VIN;0
History;ae35b24c4xy35b24c439z;a1d408b96xyd408b96a4z;PC;XY50;2020-10-31;No anomaly detected for VIN;0
History;a8cafda91xycafda9116z;;PC;XY50;2015-10-31;No anomaly detected for VIN;0
History;a9d712f27xyd712f2753z;a3ab484dexyab484dec4z;PC;XY50;2024-04-30;No anomaly detected for VIN;0
History;abb5d7f19xyb5d7f193az;a27ddcef6xy7ddcef632z;PC;XY50;2020-07-31;No anomaly detected for VIN;0
History;ad5c6764axy5c6764a3bz;ab6208fddxy6208fddf2z;PC;XY50;2015-02-28;No anomaly detected for VIN;0
History;adb497deexyb497dee6az;a71b1a37exy1b1a37ebfz;VA;XY50;2024-06-30;No anomaly detected for VIN;0
History;ab6111422xy6111422c8z;a0826ce86xy826ce864fz;PC;XY50;2024-09-30;No anomaly detected for VIN;0
History;a9a715db6xya715db6e5z;a8bbb9bd3xybbb9bd307z;PC;XY50;2023-06-30;No anomaly detected for VIN;0
History;a56c9bd85xy6c9bd858ez;a7ff758dexyff758de3cz;PC;XY50;2015-03-31;No anomaly detected for VIN;0
History;af160e69dxy160e69d23z;acd0dabcfxyd0dabcf4cz;PC;XY50;2017-06-30;No anomaly detected for VIN;0
History;a48961b87xy8961b87f2z;ab72b4a4axy72b4a4af2z;PC;XY50;2025-06-30;No anomaly detected for VIN;0
History;a10d154a3xy0d154a373z;a6199a09cxy199a09c24z;PC;XY50;2025-01-31;No anomaly detected for VIN;0
History;abe998d88xye998d8802z;a5c05447cxyc05447caez;PC;XY50;2025-07-31;No anomaly detected for VIN;0
History;a8978e18exy978e18eb8z;ac34b87bexy34b87be1az;PC;XY50;2025-07-31;No anomaly detected for VIN;0
History;ae8affee1xy8affee1baz;a9af3f28axyaf3f28af1z;PC;XY50;2020-04-30;No anomaly detected for VIN;0
History;a3e58e164xye58e1642bz;;PC;XY50;2015-10-31;No anomaly detected for VIN;0
History;af77b6d32xy77b6d3217z;a2c5937c5xyc5937c578z;PC;XY50;2016-01-31;No anomaly detected for VIN;0
History;abfb649a1xyfb649a1bfz;;VA;XY50;2015-10-31;No anomaly detected for VIN;0
History;a1503fbe4xy503fbe4dcz;a393dcfaaxy93dcfaab5z;PC;XY50;2025-05-31;No anomaly detected for VIN;0
History;a61a10755xy1a1075545z;a41e514b2xy1e514b2cdz;PC;XY50;2024-08-31;No anomaly detected for VIN;0
History;a0f6515b6xyf6515b683z;aeb8b3483xyb8b3483e5z;PC;XY50;2023-06-30;No anomaly detected for VIN;0
History;a8c159af4xyc159af4f1z;ac9b1ec38xy9b1ec38fcz;PC;XY50;2022-09-30;No anomaly detected for VIN;0
History;a2f0e4cd1xyf0e4cd19dz;;CV;XY50;2017-08-31;No anomaly detected for VIN;0
History;a071e7911xy71e7911b6z;a5ea9bb44xyea9bb44cfz;PC;XY50;2020-08-31;No anomaly detected for VIN;0
History;a6199ebaexy199ebae0fz;a76da6f63xy6da6f6311z;CV;XY50;2019-08-31;No anomaly detected for VIN;0
History;ae0b4e342xy0b4e34220z;a1c8d8114xyc8d8114dfz;PC;XY50;2025-07-31;No anomaly detected for VIN;0
History;a8281828cxy281828c37z;aa910ced1xy910ced13bz;VA;XY50;2024-12-31;No anomaly detected for VIN;0
History;a9acf05f3xyacf05f3bcz;ae320f3d4xy320f3d4ffz;PC;XY50;2018-01-31;No anomaly detected for VIN;0
History;adf98c730xyf98c73072z;aa39a596bxy39a596b31z;PC;XY50;2017-01-31;No anomaly detected for VIN;0
History;aa3529604xy35296046cz;;VA;XY50;2015-09-30;No anomaly detected for VIN;0
History;a66b352b9xy6b352b9cez;aa301377exy301377edcz;PC;XY50;2025-07-31;No anomaly detected for VIN;0
History;ab8e81576xy8e8157690z;;VA;XY50;2017-02-28;No anomaly detected for VIN;0
History;a58d6f326xy8d6f32612z;a19dc5a77xy9dc5a770fz;VA;XY50;2024-10-31;No anomaly detected for VIN;0
History;ac1ae6d62xy1ae6d6281z;a5c7a2713xyc7a27130cz;PC;XY50;2023-06-30;No anomaly detected for VIN;0
History;a62023d52xy2023d52fdz;a033d59f0xy33d59f079z;PC;XY50;2020-03-31;No anomaly detected for VIN;0
History;a10890fdfxy0890fdfddz;ac8694bd3xy8694bd3d8z;PC;XY50;2024-10-31;No anomaly detected for VIN;0
History;aaa839683xya83968310z;ab76a9362xy76a93627bz;PC;XY50;2023-07-31;No anomaly detected for VIN;0
History;a2ed44fabxyed44fabd1z;a137509d2xy37509d21bz;PC;XY50;2015-02-28;No anomaly detected for VIN;0
History;a0c285275xyc285275f7z;a750cdda0xy50cdda0ddz;PC;XY50;2023-06-30;No anomaly detected for VIN;0
History;af98b737axy98b737a32z;abcba87cexycba87ce09z;PC;XY50;2018-06-30;No anomaly detected for VIN;0
History;a8bf3dff7xybf3dff7eaz;a0ae3a5a1xyae3a5a1b1z;VA;XY50;2025-03-31;No anomaly detected for VIN;0
History;aaa047440xya0474401bz;a96efe1c8xy6efe1c84ez;PC;XY50;2017-02-28;No anomaly detected for VIN;0
History;aa5465cafxy5465caf02z;;PC;XY50;2017-08-31;No anomaly detected for VIN;0
History;a470ba587xy70ba587ecz;a8942e858xy942e85893z;PC;XY50;2018-09-30;No anomaly detected for VIN;0
History;a9bd9e572xybd9e57293z;a1f30bff7xyf30bff7a9z;VA;XY50;2022-01-31;No anomaly detected for VIN;0
History;a335bb691xy35bb691f1z;a670163f5xy70163f548z;CV;XY50;2019-02-28;No anomaly detected for VIN;0
History;a211cfe5bxy11cfe5beaz;a5f35e2f7xyf35e2f7c7z;VA;XY50;2023-03-31;No anomaly detected for VIN;0
History;af0408899xy0408899c6z;a2b546088xyb54608866z;PC;XY50;2024-10-31;No anomaly detected for VIN;0
History;a2d4f094exyd4f094eeez;a61fc6e28xy1fc6e2808z;PC;XY50;2025-07-31;No anomaly detected for VIN;0
History;a94992694xy4992694d0z;ae26e706dxy26e706dafz;PC;XY50;2022-01-31;No anomaly detected for VIN;0
History;ac7bff10fxy7bff10fc3z;aec4d5a3axyc4d5a3a02z;PC;XY50;2025-05-31;No anomaly detected for VIN;0
History;a515ba4dexy15ba4de4fz;;CV;XY50;2016-03-31;No anomaly detected for VIN;0
History;acae77acdxyae77acdccz;;PC;XY50;2015-11-30;No anomaly detected for VIN;0
History;ae7a8f782xy7a8f7827bz;a01e68477xy1e6847786z;PC;XY50;2025-07-31;No anomaly detected for VIN;0
History;a3709e02exy709e02e17z;a2ae00507xyae005072ez;PC;XY50;2018-04-30;No anomaly detected for VIN;0
History;ad39d2bc9xy39d2bc98bz;ac615ff9exy615ff9e30z;PC;XY50;2021-07-31;No anomaly detected for VIN;0
History;ac2d8b626xy2d8b6269cz;;VA;XY50;2016-01-31;No anomaly detected for VIN;0
History;acc9071aaxyc9071aac7z;abd966916xyd96691629z;PC;XY50;2024-08-31;No anomaly detected for VIN;0
History;ad563e987xy563e98716z;a1e3b06d1xye3b06d1c1z;PC;XY50;2017-06-30;No anomaly detected for VIN;0
History;afb6942c7xyb6942c74dz;ac37412eexy37412ee03z;PC;XY50;2025-02-28;No anomaly detected for VIN;0
History;a0d91017axyd91017aebz;aea1cadfexya1cadfeb7z;PC;XY50;2022-09-30;No anomaly detected for VIN;0
History;a3c9fd6eexyc9fd6eee5z;a9ff24183xyff2418392z;PC;XY50;2022-04-30;No anomaly detected for VIN;0
History;a31e21f55xy1e21f5556z;af13d0f4exy13d0f4e88z;PC;XY50;2024-12-31;No anomaly detected for VIN;0
History;adcafd28cxycafd28caaz;;PC;XY50;2017-07-31;No anomaly detected for VIN;0
History;aa74bd6e5xy74bd6e5fbz;af278b09axy278b09aa0z;PC;XY50;2017-11-30;No anomaly detected for VIN;0
History;ada40dd52xya40dd521az;afd0882e4xyd0882e43az;CV;XY50;2018-09-30;No anomaly detected for VIN;0
History;afa543805xya54380502z;;PC;XY50;2016-03-31;No anomaly detected for VIN;0
History;a37e2595bxy7e2595b43z;a298d0c52xy98d0c522dz;PC;XY50;2021-12-31;No anomaly detected for VIN;0
History;acea77956xyea779564ez;a7f26f6aaxyf26f6aa51z;PC;XY50;2022-04-30;No anomaly detected for VIN;0
